line1_id,line2_id,char1_id,movie_id,char1_name,line1_text,char2_id,char2_name,line2_text,movie_title,movie_year,imdb_rating,imdb_votes,genres,persona_cluster
L509761,L509762,u2788,m182,LYNN,I would never think that about you... ever... Got it?,u2786,COLE,Got it.,,,,,,0
L511594,L511595,u7649,m517,ICHABOD,Um... I... I did not... no.  Why?,u7643,BALTUS,"Sarah has gone missing... my servant girl.  Her things are gone.  Damn it. She has joined the migration out of town.  What about breakfast, woman?  Or, am I to starve to death?",,,,,,0
L402366,L402367,u6770,m451,SHELLY,"Nothing, I was just wondering what you were doing.",u6765,HARRY,"Oh, I'm just typing up a funeral notice, you know when someone dies people want it in the paper usually, it's a service we provide for the family.",,,,,,0
L227873,L227874,u1003,m65,RICHARD,I'm lookin' scared?,u1005,SETH,That's what you look like.,,,,,,0
L324641,L324642,u6114,m405,MICHAEL,He's just trying to keep you from disappearing up your own....,u6112,JAKE,You're nothing but a bunch of goddamn romantics.  You're never going to amount to anything.,,,,,,0
L234898,L234899,u5509,m367,DOREEN,Working at Woolworths.,u5507,CARTER,That must be interesting.,,,,,,2
L615318,L615319,u8447,m574,BODINE,Holy shit.,u8460,LOVETT,Don't drop it Rose.,,,,,,1
L53306,L53307,u3809,m251,JOSH,"Shit Honey, you could've told me. People might think it's about us!",u3805,HOLLY,Maybe it is!,,,,,,0
L390085,L390086,u2105,m136,LUCIANO,Maybe you better hear what I got to say first.,u2098,CAPONE,"Whatever you say, Boss.",,,,,,0
L217693,L217694,u5305,m352,ANNE,You were attacked.  My God.  Should I call a doctor!  Did you call the police...,u5310,JACK,"No, I'm fine... really...",,,,,,0
L593443,L593444,u3102,m203,HAGEN,"This is Tom Hagen; I'm calling for Don Corleone, at his request.",u3094,BONASERA,"Yes, I understand I'm listening.",,,,,,2
L34453,L34454,u3648,m240,OZ,I still think you're okay.,u3642,JIM,"So do I, Kev.",,,,,,0
L388325,L388326,u6626,m442,NYAH,What?  You told me to get out of here.  I thought you were here to collect me.  I was so relieved.,u6622,ETHAN,"No time to explain.  You've done well, and we're so close.  So close.  It's critical that you do whatever Ambrose asks.  Don't worry - it'll be over soon.. That's a promise.. Come on, now off you go!",,,,,,0
L450878,L450879,u7133,m479,EDWARD,Whether I liked him or not is irrelevant.  It's business. There's no emotion involved in business... if you want to survive.,u7142,VIVIAN,"We're the exactly the same!  Kit keeps telling me don't get emotional when you turn tricks -- that's why no kissing -- it's too personal. The key is like you're saying, stay numb, don't get involved -- when I'm with a guy, I'm a robot, I just do it.  Except with you.  At your price I give my all...",,,,,,0
L423840,L423841,u2371,m152,CHARLIE,"I'd say that about torches her credibility, wouldn't you?",u2389,WESLEY,"Yeah, well, if the wife's trying to sell it she'll fuck up. She's an amateur, just like Del was.",,,,,,2
L389606,L389607,u2105,m136,LUCIANO,We can operate around these guys.,u2111,ROTHSTEIN,Not by scurrying around like a puppies in a roomful of elephants.,,,,,,2
L95892,L95893,u4136,m276,GEORGE,"Hey, why don't you just put a ""I'm doing cocaine"" sign on the car.  What is your fucking problem?",u4141,MIRTHA,"My problem?  We're broke, that's my fucking problem.  And you're a fucking spy.",,,,,,0
L465941,L465942,u2617,m170,MR. PINK,"What the fuck was that chick's name? Oh this is just great, I'm totally fuckin' tortured now.",u2609,EDDIE,"Well, whoever she was, Elois looked like her. So one night I walk into the club, and no Elois. Now the bartender was a wetback, he was a friend of mine, his name was Carlos. So I asked him ""Hey, Carlos, where's Lady E tonight?"" Well apparently Lady E was married to this real piece of dog shit. I mean a real animal. And apparently he would so things to her.",,,,,,2
L536015,L536016,u2958,m194,KIRK,"Not good enough, Scotty. You've got to do better!",u2966,SCOTTY,"I'll try, sir. Scott out.  Well now, he's got himself in a bit of a snit, don't he.",,,,,,0
L314208,L314209,u1595,m105,MAX,"I went to give him his refund, so he wouldn't have to come here.",u1592,DARGUS,How'd you know where he was?,,,,,,2
L68480,L68481,u3899,m258,GINA,So are you really friends with Andy? He seems like such a weirdo.,u3891,BASQUIAT,He's not. He's out of town and he calls me every day. What's weird about him?,,,,,,2
L451406,L451407,u7155,m480,VIZZINI,"As I told you, it would be absolutely, totally, and in all other ways, inconceivable. No one in Guilder knows what we've done. And no one in Florin could have gotten here so fast. Out of curiosity, why do you ask?",u7148,INIGO,"No reason. It's only, I just happened to look behind us, and something is there.",,,,,,0
L543257,L543258,u3051,m199,TEENAGER,The five-fifty. We already passed it. But it'll take him way out of his way.,u3043,JENNY,Pull over. I've got to get back there.,,,,,,2
L591061,L591062,u3190,m210,ERLICH,Fuck. Me.,u3186,ALEX,What happened to your leg there Officer? Hunting accident?,,,,,,1
L550296,L550297,u7887,m534,BRADY,Maybe he's gay.,u7893,MARTY,Don't ever say that.,,,,,,2
L653863,L653864,u3493,m229,SAILOR,But I'm a robber and a manslaughterer and I haven't had any parental guidance.,u3483,GOOD WITCH,"She's forgiven you of all these things... You love her... Don't be afraid, Sailor.",,,,,,0
L604047,L604048,u3235,m214,MARA,You seem fascinated by the stars.,u3230,ALEXANDER,You can see so many here.,,,,,,0
L45213,L45214,u355,m21,PHIL,"Not like him, is it? To do a thing like that without telling you. You're not losing your hold on him, are you?",u344,ALICE,He'll tell me when he gets home.,,,,,,0
L114185,L114186,u4293,m286,MRS. SWICKER,Good night Walter...,u4295,WALTER,"Good night, Mrs. Swicker -",,,,,,2
L250973,L250974,u1178,m77,MRS. ROBINSON,You what?,u1169,BEN,This is all terribly wrong.,,,,,,1
L566212,L566213,u3092,m202,TRENT,She smiled baby.,u3088,MIKE,That's not cool.,,,,,,2
L222353,L222354,u976,m63,HENRY,Professor?,u981,WALDMAN,Oh God.,,,,,,2
L454444,L454445,u7177,m482,NORMAN,I suppose you want a cabin.,u7180,SAM,"We'd hoped to make it straight to San Francisco, but we don't like the look of that sky. Looks like a bad day coming... doesn't it.",,,,,,0
L348284,L348285,u1811,m120,CLAUDE,Did you go see my cousin Maynard like I asked you in my letter?,u1813,DAISY,Of course I did. He said he'd file an appeal right away. You didn't tell me he was so good looking.,,,,,,2
L389645,L389646,u2105,m136,LUCIANO,Masseria's scared. He might make our deal.,u2112,SIEGEL,We can't sell out to those guys. They ain't businessmen!,,,,,,2
L378403,L378404,u2065,m133,ROPER,"Stay up there, Girl...",u2067,TRACK ANNOUNCER,Cozy Girl in front by a neck... Now a head...,,,,,,0
L598966,L598967,u8355,m566,SZPILMAN,"Don't worry, it won't last long.",u8340,DOROTA,"That's what I said, it's so - it's too absurd!",,,,,,0
L41458,L41459,u3673,m242,SOPHIE,"Oh, heavens - I must say, yes.",u3675,VLADIMIR,"Then, you'll take her to see Tatiana?",,,,,,2
L426332,L426333,u2394,m153,EVERETT,"Pete, uh, I don't want ya to beat yourself up about this thing...",u2401,PETE,"I cain't help it, but that's a wonderful thing to say!",,,,,,0
L150442,L150443,u4710,m312,KATHRYN,"I think he's high on drugs. He hit me, then took off. I'm afraid to be alone. Please come over.",u4716,RONALD,I'll be right there.,,,,,,0
L249691,L249692,u5614,m373,PSYCHOLOGIST,What places?,u5621,WILL,"Certain, clubs.  Like, Paradise. It's not bad.",,,,,,2
L355644,L355645,u6371,m424,NIX,Wait... you still feel something for that bitch?,u6373,SWANN,No!,,,,,,2
L63132,L63133,u445,m27,JUNEBUG,"Go away, unless you got my money.",u439,DELACROIX,"It's me, Peerless.",,,,,,0
L603867,L603868,u3230,m214,ALEXANDER,That's absurd --,u3239,PHILBY,You're dying here.  Don't you see that?!,,,,,,2
L295959,L295960,u1413,m94,BERT,Aaaahhhh!,u1416,EDDIE,"Boy, we really gave it to her good.",,,,,,1
L236452,L236453,u1106,m72,REBECCA,"God, that's so pathetic. I bet she didn't even notice him.",u1094,ENID,I know. And he's like psychotically obsessing over every little detail.,,,,,,2
L23737,L23738,u3582,m236,HUNTER,He's running a fever.,u3585,STANDARD,Still unconscious?,,,,,,2
L648042,L648043,u8864,m601,MRS. FEUR,Oh God.  He's back.  I'm sorry.  Please forget that I...I don't know what I'm saying.  Please...,u8859,CLAIRE,Wait!  Don't go...,,,,,,2
L110865,L110866,u4251,m283,SPOOR,Central Services don't take kindly to sabotage!,u4233,DOWSER,...sabotage!,,,,,,0
L120123,L120124,u4331,m289,ACE,"Now look,  pay attention to me. What I'm gonna tell you is very important.",u4349,GINGER,Okay.,,,,,,0
L413996,L413997,u2284,m147,GROCER,"Got a good buy in soap, Miz Cooper.",u2290,RACHEL COOPER,Don't need no soap. I'm boilin' down the fat from my hog.,,,,,,2
L450267,L450268,u7130,m478,SCHAEFER,"I'm sorry, Bull. It's never easy. He was a good soldier.",u7127,MAC,The best friend I ever had.,,,,,,2
L176641,L176642,u4958,m330,CYNTHIA,"Yes, Ed.",u4960,ED,Could we just talk alone for a second? I --,,,,,,1
L558528,L558529,u8007,m542,PERRY,"Game plan! It's fourth down and long yardage, the two-minute warning sounded and the ball's deep in our territory! How brilliant do you have to be?!",u8001,JIMMY,"Superman's got something up his sleeve, that's for sure. We just haven't figured it out. Isn't that right, Miss Lane?",,,,,,0
L645894,L645895,u3437,m226,SYLVIA,He liked you ... I could bawl my head off!,u3425,CLAYTON,"But you're not going to.  You're not the kind.  You're tired, anyway.  You've been up all night.  You cracked up in a plane.  Slept in a ditch.  But you want to know something?  It doesn't show on you at all.",,,,,,0
L400483,L400484,u2196,m141,MUMFORD,I'm glad.,u2200,SOFIE,"Given that, I'm obviously not going to be judging things in the most realistic way.",,,,,,0
L362537,L362538,u6445,m428,RICHARD,"Did you piss your fuckin' pants, Stanley?",u6449,STANLEY,Shut up -- shut up --,,,,,,2
L312794,L312795,u1596,m105,MELANIE,When did you get out of jail?,u1594,LOUIS,Four days ago.,,,,,,2
L386869,L386870,u1920,m126,CUSTOMER,"No, I wanna kill my boss!",u1929,RUFUS,Get the hell outta here.  You sick bastard.,,,,,,0
L354575,L354576,u6337,m423,HOLLIS,Do you?,u6351,SAM,"I think somewhere between Roderick Bledsoe's club and his house, Wade ran into Buddy Deeds. I think Buddy put a bullet in him, waited for him to die, threw him in the trunk of the Sheriff's car and drove him out by the Army post, I think he buried him under four feet of sand and never looked back.",,,,,,1
L128689,L128690,u4449,m295,ARLO,...to him!  You don't know who...,u4449,ARLO,...you're dealin' with!,,,,,,2
L367815,L367816,u6459,m429,LOUIS,"D'Artagnan, you will hunt down Aramis, Porthos and Athos, and bring me their heads, or I will have yours.  And as for you, Phillippe... Back to the prison you shall go, and into the mask you hate.",u6453,ANNE,"No, Louis!  No!",,,,,,2
L521738,L521739,u7720,m522,SPATS,"That's an opera, you ignoramus.",u7715,MULLIGAN,Where did they play it - in a garage on Clark Street?,,,,,,2
L639089,L639090,u8761,m594,JUDY,"Oh, Well, thank very much. But no thanks.",u8767,SCOTTIE,"No, Judy, you don't understand.",,,,,,0
L249949,L249950,u5621,m373,WILL,"Yeah, I went on a date last week.",u5615,SEAN,How'd it go?,,,,,,0
L225732,L225733,u5404,m359,ANDY,So what would a weekend in the country be without sex?,u5408,DEBBIE,"Cool it, Andy.",,,,,,0
L619975,L619976,u8524,m578,HARRY,That smells like fresh coffee.,u8533,SUZIE,Let me get you a cup?,,,,,,2
L172736,L172737,u4906,m327,HARRY,Is it okay if he spends the night?,u4913,MRS. DUNNE,"LLOYD, did you ask your parents?",,,,,,0
L242942,L242943,u1156,m76,COS,That makes his birth sign... Virgo! Why that's the sign of a little girl!  Can you tell my readers more about your star-crossed connection with Emperor Commodus?,u1163,NARCISSUS,"Proximo, we need to talk about my one third... I imagine the betting booths will be doing good business. And, what was the name of that olive oil company?",,,,,,2
L31032,L31033,u255,m16,MOZART,Is my pupil still anxious to learn the art of music?,u262,SCHLUMBERG,"Well, your pupil is married and living in Mannheim, young man.",,,,,,0
L513398,L513399,u7666,m518,KARL,"Frank, he went off, too. He ain't gonna be in there when you get indoors.",u7667,LINDA,Where'd he go? What's goin' on?,,,,,,2
L292858,L292859,u5950,m394,GATES,"All this trouble for a horsey. I may not know art, but I know what I like.",u5951,HAWK,You certainly do.,,,,,,0
L502125,L502126,u7588,m513,GEORGE,Look about last night --,u7593,JACKIE,"Forget about last night, it's okay, we'll talk when I get back --",,,,,,2
L31704,L31705,u274,m17,DAVID,Did you talk to the police in East Proctor? Did the cops go to The Slaughtered Lamb?,u275,DR. HIRSCH,I really don't know.,,,,,,2
L303409,L303410,u1475,m100,JOE,Holy...,u1469,AL,...Shit! It's just money.,,,,,,2
L66588,L66589,u481,m29,MUELLER,I used it to start the fire --,u483,PIKE,"Still got mine on, not a speck of blood on it. Not a bad trick for a murderer -- you said you burned yours?",,,,,,2
L245047,L245048,u5548,m369,PENTANGELI,"And while I feed my family in New York, you put the knife in my back in Miami.",u5545,MICHAEL,"Frankie, you're a good old man, and you've been loyal to my Father for years...so I hope you can explain what you mean.",,,,,,0
L513417,L513418,u7663,m518,FRANK,"Yeah, I guess so. I'm real tired, you know that. A kid my age shouldn't be tired of things.",u7666,KARL,"I'm tired, too, Frank.  If I ain't around no more, it don't mean I don't care fer ye. I care for ye a good deal. I care for you more than anybody they is. We made friends right off the bat.",,,,,,0
L214899,L214900,u5281,m349,KIMBERLY,"Thanks, Dad.  I'll call you.",u5282,MR. BURROUGHS,"You have everything, Kimberly? Credit card, cell phone, AAA card?",,,,,,0
L138333,L138334,u4555,m301,ALEX,"Bollocks. You know what you can do with that watch? You can stick it up your arse. Slide of nude woman in bed, a man at the window.",u4564,DR. TAYLOR,Good. What do you want?,,,,,,0
L638605,L638606,u8765,m594,POP LEIBEL,It was hers. It was built for her. Many years ago.,u8767,SCOTTIE,By whom?,,,,,,2
L627345,L627346,u8624,m585,HELEN,What?,u8623,HARRY,Do you still love your husband?,,,,,,1
L219541,L219542,u5356,m355,RECORDS NURSE,"Here you are, Doctor.",u5345,FLETCH,Thank you.,,,,,,0
L8116,L8117,u119,m7,KRISTEN,It's no just a house. It's his home. He's waiting there for me...to dream.,u121,RICK,"It's okay, babe.  We're with you.",,,,,,0
L195846,L195847,u879,m57,COOPER,Justin?,u882,JUSTIN,I think I found something...,,,,,,2
L568693,L568694,u3125,m204,RIPLEY,That ring's so great. The green one.,u3122,MARGE,"Tom, I love you!  See!  I bought it for him, for his birthday.",,,,,,2
L500071,L500072,u7580,m512,JULIET,I see.,u7579,HUGO,"Yeah. Well, maybe I'll change it.",,,,,,1
L590029,L590030,u3182,m209,MACFARLANE,What are you going here? Have I not told you --,u3180,GRAY,"Would you grudge me a glass with my old crony, Meg?",,,,,,0
L36913,L36914,u327,m20,BATEMAN,Tell him I'm at lunch.,u336,JEAN,"Patrick, I think he knows you're here. It's only ten-thirty.",,,,,,0
L550641,L550642,u7893,m534,MARTY,"I think Scooby's like a lot of kids. He just hit aa speed bump. Now he's gonna find his way, his path is gonna be cleared, and I think he's gonna continue his education at a good college. And everybody else is gonna be happy.",u7900,TOBY,"...But Mr Livingston, aren't you a bit fearful that Scooby will be confronted with hollow values and systemic conformism?",,,,,,2
L65611,L65612,u3865,m256,BARTON,Well I...,u3870,GEISLER,On the Beery picture! Where are we? Wuddya got?,,,,,,1
L82814,L82815,u4030,m267,MALKOVICH,"I'm sorry, did you just call me ""Lotte""?",u4032,MAXINE,Do you mind?,,,,,,0
L97547,L97548,u570,m36,DETECTIVE WILLIAMS,"For now. Alright, you better be. And Sandy better not be involved with this, I can tell you. Be prepared to come in for further interrogation on this later.",u574,JEFFREY,Yes sir.,,,,,,0
L587058,L587059,u8259,m561,ENZO,Why?,u8261,JACQUES,... For the mermaids.,,,,,,1
L134381,L134382,u4525,m299,DANTE,I hate this fucking place.,u4540,VERONICA,Then quit. You should be going to school anyway...,,,,,,0
L38904,L38905,u3656,m241,ANDY,Hope I didn't hurt him too bad.,u3655,AMY,Who gives a shit? I've had it up to here with arrogant Frenchmen.,,,,,,0
L47153,L47154,u3727,m246,BUD,"Mrs. Dreyfuss, can I borrow some coffee -- and maybe an orange and a couple of eggs?",u3736,MRS. DREYFUSS,Eggs he asks me for. Oranges. What you need is a good horse-whipping.,,,,,,0
L497528,L497529,u2688,m175,CYNTHIA,Apparently.,u2687,ANN,Did he ask you to take your clothes off?,,,,,,1
L591932,L591933,u3201,m211,HELEN,Tom -- I've been trying to get you all afternoon--,u3207,TOM,Come on in.,,,,,,0
L190046,L190047,u5078,m336,GEORGE,You mind telling me what that's supposed to mean?,u5076,ERIN,Nothing.,,,,,,0
L134224,L134225,u4512,m298,RAYMOND,"It's a wall you bought in China, Mr. Kane.",u4505,KANE,Persia.  It belonged to a king.,,,,,,2
L490650,L490651,u7542,m509,MARTIN,Think she means for us to follow?,u7533,ETHAN,How should <U>I</U> know...She's YOUR wife!,,,,,,0
L488979,L488980,u7491,m506,DEWEY,And what made you think it was Sidney?,u7490,DETECTIVE KINCAID,"Sid, get in my car. You're coming back to the station with me where it's safe.",,,,,,2
L376263,L376264,u6555,m435,SUSAN,We're doing what we can for her. But it doesn't look good.,u6551,JOE,I'm sorry to hear that.,,,,,,0
L634856,L634857,u8702,m590,MEGAN,Why?,u8697,DAVID,I don't know Megan.,,,,,,1
L294716,L294717,u1404,m93,GABRIELLE,Hmmmph.,u1407,NATHAN,"Gabby, what is it?",,,,,,1
L405188,L405189,u2221,m143,SHOVELER,Sorry.,u2220,RAJA,Be a Mohican.,,,,,,1
L518618,L518619,u2847,m187,KELVIN,Her oxygen would have run out.,u2850,SNOW,Maybe she doesn't need any.  Should we check?,,,,,,2
L311837,L311838,u6045,m402,GEORGE,"I'm going to miss old Annie. Pop, I think I'll get dressed and go over to Harry's party.",u6058,POP,"Have a good time, son.",,,,,,0
L635330,L635331,u8712,m591,LITTLE BILL,"Duck, I says.  ""You have insulted the honor of this beautiful woman, Corcoran,"" said the duck. ""You must apologize."" But Two Gun Corcoran would have none of it and, cursing, he reached for his pistols and would have killed them but The Duck was faster and hot lead blazed from his smoking sixguns.""",u8719,WW,"I believe that to be an accurate description of the events, sir... albeit there is a certain poetry to the language which...",,,,,,2
L575412,L575413,u8147,m553,DAVE,"...Were you in the service, Ed?",u8150,ED,"No, Dave, I wasn't.",,,,,,0
L261055,L261056,u1231,m81,DEBRA,"I'm getting the children out of here. At least until we know what we're dealing with.  John, I want you to come with us.",u1234,JOHN,"Debra, you're fuckin' insane.",,,,,,0
L206682,L206683,u901,m59,BRAD,Well... it's true.,u915,STACY,"Maybe you just need to give her some time. She's so nice, Brad. Everybody loves Lisa.",,,,,,1
L97523,L97524,u574,m36,JEFFREY,"Great. Hey, I've got a bit of a problem. I know some things that could help your father but you might get into trouble.",u580,SANDY,"Jeffrey, are they important things? Well forget me - you have to tell him. Jeffrey, I mean it.",,,,,,0
L282583,L282584,u1326,m89,BRENNA,I don't know any of these.  I'll make a fool of myself.,u1351,TAUPIN,Follow me.,,,,,,0
L657895,L657896,u8933,m608,RAZIEL,Time is running out.,u8937,WILLOW,Surrender!!,,,,,,2
L423885,L423886,u2381,m152,JERROLD,You've got to be missing a piece of your soul to kill someone. That's not our Betty...,u2389,WESLEY,...why do you think you have to be missing a piece of your soul to kill somebody?,,,,,,0
L400173,L400174,u2200,m141,SOFIE,And this is legitimate therapy?,u2196,MUMFORD,"Therapy? Hell no, I just don't want to do it alone.",,,,,,0
L430026,L430027,u6944,m464,KATE,"Come on, it's not so bad.",u6940,FAITH,Look how big it makes me look.  I look like an Alp.,,,,,,2
L274748,L274749,u1311,m87,STEVE,We're on the Cointreau.,u1307,KIRSTY,That's right. Cointreau.,,,,,,2
L368622,L368623,u6487,m431,KEVIN,How many turtle eggs you think are in here?,u6484,GRAHAM,In this hatchery? Forty to fifty.,,,,,,2
L440851,L440852,u7042,m471,JOE,Beckett? I'm sorry about... what's happened to you. It's a fucking kick in the head.,u7037,ANDREW,"Don't send flowers, Joe. I'm not dead yet.",,,,,,2
L253378,L253379,u1195,m78,PREYSING,What is this?,u1188,FLAEMMCHEN,I got ten marks for that.,,,,,,2
L369842,L369843,u6502,m432,GEORGE,I'm here with Ed over at Taxi. There's been some trouble with Tony.,u6499,ANDY,Oh no!  Did he get hurt?,,,,,,2
L545749,L545750,u2904,m191,LA FORGE,No.,u2909,SORAN,What about Guinan? What has she told you about me?,,,,,,1
L514525,L514526,u7683,m519,RASHID,Just so you don't overdo it. You don't want to die of sleep deprivation before you finish.,u7682,PAUL,"If you don't sleep, you don't dream. If you don't dream, you don't have nightmares.",,,,,,0
L87747,L87748,u539,m34,PRIS,They left.,u542,SEBASTIAN,What about friends?,,,,,,2
L419221,L419222,u2314,m149,NINOTCHKA,I see a house that looks like any other house. What's remarkable about it?,u2312,LEON,It's not the structure but the spirit which dwells within. There are three rooms and a kitchenette dedicated to hospitality.,,,,,,2
L657864,L657865,u8933,m608,RAZIEL,No!  I can still defeat Bavmorda!,u8937,WILLOW,"She's too powerful, Raziel",,,,,,0
L106843,L106844,u4210,m281,CORKY,I had a partner and she fucked me.,u4214,VIOLET,I won't.,,,,,,0
L525909,L525910,u7779,m526,DAWN,So what's going to happen to you?,u7786,TAYLOR,I'm staying with the ship.  I'll be all right.  Now hurry.,,,,,,0
L337552,L337553,u6231,m416,THELMA,Three.  And add some basil.,u6230,TED,D'you think you and Charley'll ever get back together again?,,,,,,2
L532973,L532974,u2888,m190,HARRY,"Why don't we accept, Animal? The worst that can happen is we wind up a couple of lamp shades.",u2893,SCHULTZ,Raus! Raus! All of you!,,,,,,0
L151507,L151508,u4729,m314,FRIDA,Like what?,u4737,PETER,You know how moms always tell you to wear clean underwear in case you're in an accident? Well this guy wasn't wearing any underwear.,,,,,,1
L548049,L548050,u7862,m532,CARLA,I don't eat vegetables.,u7860,BOB,"Well, I can offer you something to drink?",,,,,,0
L600286,L600287,u3273,m217,HEALY,Well... it's just a condo really. Right outside Katmandu.,u3277,MARY,Wow. That's a place I've always wanted to go. Is it true the mountains are so tall you can't see the tops?,,,,,,2
L312871,L312872,u1598,m105,ORDELL,Will they consider this a violation of his probation?,u1595,MAX,"They do consider this a violation of his probation. Your boy's looking at ten years, plus the concealed weapon.",,,,,,2
L454957,L454958,u2516,m163,ELIZABETH,Are you sure?,u2521,LENA,Yeah.,,,,,,1
L81014,L81015,u3993,m266,CHANCE,"Yes, Robert. I know about the President.",u3990,ALLENBY,... Oh? You've heard?,,,,,,2
L407979,L407980,u6807,m454,MCCLUSKY,"What's changed, Mr. Gayle, is our minds. We felt they were competent a year ago. A year has passed, sir, a year where they were under close observation, day in and day out, and their behaviour has led us to believe we were wrong.",u6817,WAYNE,Who is we?,,,,,,2
L354666,L354667,u6351,m423,SAM,"Yeah, well--",u6326,BUNNY,--they hadn't pulled me off that woman I would have jerked a knot in her.,,,,,,1
L93518,L93519,u556,m35,EVE,I don't know.  Everything's so neat. It's all just so...goddamn dear.  Damn!,u567,TROY,See these?  Found them in the box with the cards.  These are stock certificates.  IBM.  AT&T.  Polaroid.,,,,,,2
L263099,L263100,u5750,m380,MICKEY,It was a terrible evening.,u5747,HOLLY,"Yeah, it was.",,,,,,2
L496811,L496812,u2671,m174,GREGORY,She's got to be found. That's the first step. She's got to be found so that she can give herself up to the police.,u2675,MARY,We've tried so long to find her.,,,,,,2
L180012,L180013,u838,m53,TREVES,"Yes, I'm well aware of that. But this case is quite exceptional.",u827,CARR,"Oh, is he a friend of yours?",,,,,,1
L360931,L360932,u1940,m127,BOBBY,You fucking nuts?,u1952,RICKY,Work's over. I'm gonna party.,,,,,,1
L93100,L93101,u567,m35,TROY,What's the capitol?,u547,ADAM,Juneau.,,,,,,2
L302524,L302525,u1469,m100,AL,Too late...They want you.,u1475,JOE,Why? AL  You know too much.,,,,,,0
L198950,L198951,u5164,m342,JACK,Every year.,u5173,SUSIE,Aren't the kids asleep?,,,,,,2
L65285,L65286,u3867,m256,CLERK,...Are you a tranz or a rez?,u3865,BARTON,Excuse me?,,,,,,0
L396800,L396801,u6696,m446,BROWN,She'll be worried about me.,u6691,ARCHIE,She'll get over it.,,,,,,0
L281232,L281233,u5866,m388,SARAH,"Would you care for some water, Conner?",u5859,MCCLEOD,"Aye -- that I would, lass.",,,,,,0
L292108,L292109,u5933,m392,WILL,Don't be afraid!,u5929,AUBREY,"Daddy, please!!!",,,,,,0
L128177,L128178,u4451,m295,BRYNNER,I assume you have one.,u4460,MASON,Assumptions are always dangerous.,,,,,,0
L445029,L445030,u2489,m161,GALLAGHER,How is her family going to feel about it?,u2495,STEW,"Her family? Oh, they'll be all right. I'll bring them around.  Gilded cage?!  Besides, I'm not marrying her family. Stew Smith in a gilded cage! Stew Smith? Ha!  That mug. What does he know?",,,,,,2
L387013,L387014,u1919,m126,CROW,"Look, believe me, I know it's hard, but you gotta do it --",u1916,ANDERTON,"I'm asking you again, who made you do this?",,,,,,0
L244354,L244355,u5527,m368,ROMA,"I don't ""want"" it, if you catch my drift.",u5528,WILLIAMSON,I'm giving you three leads.  You...,,,,,,0
L652899,L652900,u3488,m229,MARIETTA,I don't need to explain anymore'n I have... You know damn well.,u3494,SANTOS,You need to explain it.,,,,,,0
L559227,L559228,u8020,m543,LEX,"Don't worry honey, I'm sure he'll make a swell husband.",u8019,LENNY,"Ready, Uncle Lex?",,,,,,2
L637663,L637664,u8744,m593,GALVIN,"Well, well, when can we meet again. I'd like to get a deposition..",u8745,GRUBER,Okay.  I'll meet you here.  Tuesday night ... I gotta go.  You going my way?,,,,,,0
L515413,L515414,u2815,m185,BANDIT,And?,u2820,KATE,He wasn't. One day I came home and found him taking a shower -- with another girl. And her sister.,,,,,,1
L56567,L56568,u377,m22,VANESSA,Are you crazy?,u362,AUSTIN,Don't worry!,,,,,,0
L14009,L14010,u3555,m234,MARTHA,"So, someone else could have done it.",u3557,MOTHER MIRIAM,No... not in the eyes of the police.,,,,,,2
L194969,L194970,u869,m55,STAN,"You were in red. That red sweater with the little flowers, I think. You were leaning against his car.  He looked a little like a kid. Kind of goofy and wide-eyed. I'd never seen him look like that before. Happy. You looked beautiful. You looked in love.",u862,MARY,"Thanks, Stan.",,,,,,2
L83635,L83636,u4043,m268,PAUL,Devil's confusion. What's this I hear about you not getting out of bed?  I saw Denver. She tell you?,u4045,SETHE,"She comes in the daytime.  She still with me, my Denver.",,,,,,0
L97125,L97126,u574,m36,JEFFREY,Next Christmas. Is he Santa Claus who has left a present for Dorothy? What was it? An ear? Another ear?!!  What was it?,u571,DOROTHY,Do you know?,,,,,,2
L43582,L43583,u3686,m243,ANNIE,"Well, why should I put you through all my moods and hang-ups anyway?",u3681,ALVY,Right. And you-and you know what the beauty part is?,,,,,,0
L446871,L446872,u7088,m475,BETTY,Bank?,u7098,MANAGER,"Merely for our records, Miss Mayfield. It's usual for the guests who come here for the first time.",,,,,,2
L391950,L391951,u6671,m445,DENNIS,Man!,u6664,ARTHUR,"Man.  I'm sorry.  Old man, What knight live in that castle over there?",,,,,,1
L27818,L27819,u3604,m238,KAREN,Not just that way. As a friend...,u3602,EVE,I'd like that.,,,,,,0
L83148,L83149,u4030,m267,MALKOVICH,"I'm not afraid. I toured for a year with the National Puppet Company's production of ""Long Day's Journey Into Night.""",u4031,MANTINI,Great then.,,,,,,0
L589125,L589126,u3171,m208,MELANIE,If I go across to Santa Rosa I'll come onto the freeway much earlier.,u3168,LYDIA,"Yeah, and the freeway's well-lighted, isn't it, Mitch?",,,,,,0
L491650,L491651,u2657,m173,MOM,"Well, this magazine was found in your trash just last night...  ...It's called ""Chicks with Dicks"".",u2652,DET. BRADFORD,GODDAMN YOU! THAT'S TRESPASSING!,,,,,,2
L267152,L267153,u5783,m382,WENDY,"Summer would have been a lot less without you. You're a true friend, Donald.",u5777,DONALD,Was there a night that I got really drunk and declared that I never loved anyone as much as I loved you?,,,,,,0
L297043,L297044,u5999,m397,WENDY,Maybe we can just watch some TV.,u5995,MIKEY,There's a TV in the basement.,,,,,,0
