line1_id,line2_id,char1_id,movie_id,char1_name,line1_text,char2_id,char2_name,line2_text,movie_title,movie_year,imdb_rating,imdb_votes,genres,persona_cluster
L202706,L202707,u5201,m344,KATE,"My office is a dump, I answer my own phone...and youve seen my pay check.",u5200,JACK,Your pay check is a disgrace to pay checks.,,,,,,0
L124502,L124503,u4396,m291,NELSON,I was worried about you.  Both of you.,u4393,LENORE,We've had our share of fuck-ups but it's going to work out fine.,,,,,,0
L368628,L368629,u6490,m431,MOLLY,"You're his friend, Jack. Why can't you leave him alone?",u6480,CRAWFORD,Because it's his bad luck to be special.,,,,,,0
L64990,L64991,u473,m28,RODERICK,Let me give a thousand kisses to that heavenly mouth which has told me that I am happy.,u461,COUNTESS,"As soon as I saw you loved me, I was pleased, and I gave you every opportunity to fall more in love with me, being certain that, for my part, I would never love you.  But after our first kiss, I found that I had no power over myself.  I did not know that one kiss could matter so much.",,,,,,0
L349910,L349911,u1799,m119,GEORGE,I have the permit.,u1795,BOB,"After your last extension request and with Design Review and the Board of Adjustment and the appeals to the city council, was there an amended permit?",,,,,,0
L578847,L578848,u8172,m555,AGENT,I do have a fabulous rate on a cruise ship departing for Fiji tomorrow.  But you wouldn't want to do that.,u8186,TRUMAN,Why wouldn't I?,,,,,,0
L172244,L172245,u822,m52,TRENTINO,You upstart!,u820,GROUCHO,That's it!  No man lives who can call a Firefly an upstart.,,,,,,0
L334796,L334797,u1684,m111,HOODLUM,Yeah watch the fuck where you skate. You know what I'm saying?,u1679,CASPER,"Yeah, watch where you walk dukes.",,,,,,0
L348376,L348377,u1827,m120,RAY,"I don't think so, Claude. You'd just slow me down. We'd have to stop every five minutes so you could polish your silverware. There's no way around it, you're soft.",u1811,CLAUDE,What'd you say?,,,,,,0
L161507,L161508,u4821,m321,WADE,With all this technology you don't even have to show up for work.  Who needs cops when you've got gizmos.,u4819,SANCHEZ,"You're just afraid to use this.  You have technophobia, Wade.  That's what you got.",,,,,,0
L68494,L68495,u3898,m258,GEORGE,"I'm sorry, Mr. Basquiat.",u3891,BASQUIAT,See that table over there? I'd like to pay their bill.,,,,,,0
L52089,L52090,u3798,m250,RATH,Get out.  You think I'm running you up?  Get out.,u3791,BAIN,You can't --,,,,,,0
L540111,L540112,u3002,m196,SCRIMM,And you know all this... because <U>you're</U> a space-man too...,u2997,PICARD,I'm afraid you've caught me. I am a space-man.,,,,,,0
L612271,L612272,u8413,m571,2ND VOICE,Control ON.,u8412,1ST VOICE,"No, evidently you reversed the polarity on his lobal travel. Secure another sinex drop.",,,,,,0
L340568,L340569,u6257,m418,JACK,<u>Are</u> you okay?,u6258,KELLY,Um... y'know...  Yeah.,,,,,,0
L364724,L364725,u1971,m128,MALCOLM,"You're from Detroit, near where I come from. You majored in education at Tuskegee. You're studying nursing and having trouble with your family.",u1961,BETTY,I can handle it.,,,,,,0
L480012,L480013,u7365,m498,GEORGE,"Unbelievable, she got to you.",u7366,IKE,"Oh, please!",,,,,,0
L324859,L324860,u6114,m405,MICHAEL,My brain is shrinking.  There's only so much room.,u6107,CARLA,Don't give me that preoccupied scientist crap.  I'm trying to get ready for....,,,,,,0
L564900,L564901,u8046,m545,NICOLE,You can only feel lucky that you didn't die for so long.  Then you start to feel...unlucky.,u8045,MITCHELL,That you didn't die?  Like the other children?,,,,,,0
L225771,L225772,u5410,m359,SHELLY,My whole world.,u5411,VERA,In that little thing?,,,,,,0
L454508,L454509,u7180,m482,SAM,Buy a new one! In a new town! Where you won't have to hide your mother!,u7177,NORMAN,Shut up!,,,,,,0
L477390,L477391,u7353,m497,LAFONTAINE,Nobody touches me.,u7349,CARTER,"Shit, I ain't interested in puttin' my hands on you.  That does nothin' for me.  No. I don't need to be pattin' no ass. All I'm sayin' is, how do I know you're not a cop?",,,,,,0
L485238,L485239,u2635,m172,BRENDA,I'm fine. Just a few bruises.,u2645,RAY,"So, I guess I can go now.",,,,,,0
L417340,L417341,u6890,m461,NEIL,There are times when it doesn't offer much comfort.  I've seen you before.  Sister...?,u6891,NUN,Mary Helena.,,,,,,0
L312014,L312015,u6063,m402,UNCLE BILLY,"Oh, thank you, George, old boy, old boy. Now, look  if you'll point me in the right direction . . . would you do that? George?",u6045,GEORGE,Right down here.,,,,,,0
L125143,L125144,u4404,m292,DIL,Drink.,u4405,FERGUS,What is this?,,,,,,0
L334812,L334813,u1695,m111,TAXI DRIVER,Can I ask you a question? I'm sorry. I don't mean to be a pest.,u1685,JENNIE,What?,,,,,,0
L249925,L249926,u5612,m373,MORGAN,Keep fuckin' with me. Watch what happens.,u5605,BILLY,"All right, then.",,,,,,0
L504529,L504530,u2737,m178,MAYA,Are you all right?,u2738,MILES,Fine. Just slipped.  This is my blood.,,,,,,0
L16933,L16934,u175,m11,SWITCHBOARD,Thank you for calling the white House...,u169,MARSHALL,No. no. no. Wait. Wait.,,,,,,0
L329529,L329530,u1662,m109,MAC,Did you see it coming when she sat us down here?,u1656,BREN,Oh God yeah. But I was hoping she was expelled or into hard drugs.,,,,,,0
L623506,L623507,u8586,m582,MOTHER,There's no need.,u8589,SPUD,It's no problem.,,,,,,0
L347275,L347276,u6292,m421,DEJESUS,"Hey, Cobb...Man, why don't you take off your shirt and pants, man?  You should do that wearing what you're going to wear at the beach.",u6291,COBB,"This is what I wear at the beach, goddamnit.",,,,,,0
L491238,L491239,u2651,m173,DAD,"It's fine with me, Beverly.  You want to, honey? You think the kids are asleep?",u2657,MOM,We can be real quiet...,,,,,,0
L441464,L441465,u7039,m471,BELINDA,Do you have any lesions on your face at this time?,u7037,ANDREW,"One. Here, in front of my ear.",,,,,,0
L520719,L520720,u7713,m522,JOE,"Nellie baby, I'll make it up to you.",u7716,NELLIE,You're making it up pretty good so far.,,,,,,0
L346892,L346893,u1729,m114,MAN,"Huh? Move back, baby, I can't see anything.",u1730,MATHILDA,"It's not me, it's dark here... and I can't find the switch.",,,,,,0
L303164,L303165,u1475,m100,JOE,"Your friends, did they ask about me?",u1479,RENE,They kidded me a little.,,,,,,0
L175681,L175682,u4948,m329,NORMA,"My goodness, you're embarrassing me.",u4941,ED,You shouldn't be embarrassed by the truth.  Mind if I order some hotcakes...?,,,,,,0
L378518,L378519,u2054,m133,BAFFERT,Dinner's on you.,u2065,ROPER,Deal.,,,,,,0
L30090,L30091,u243,m16,ARCO,His Grace is very angry with you.,u255,MOZART,What do you mean?,,,,,,0
L184350,L184351,u5048,m334,CARAVAGGIO,"Is it you?  If I said Moose I look different, fuck, why shouldn't you?",u5062,THE PATIENT,Moose.,,,,,,0
L14043,L14044,u3554,m234,MAMA,Who are you?,u3555,MARTHA,"I... I'm Martha, Mama.",,,,,,0
L224225,L224226,u5397,m358,JOHN,"No.  I gotta tell him the address, so he doesn't go in.",u5396,GORDO,Go in where?,,,,,,0
L279704,L279705,u1323,m88,ROB,Can I help you?,u1318,IAN,"Hello, Rob.  Remember me?  I'm Ray. Ian.",,,,,,0
L386873,L386874,u1929,m126,RUFUS,"Well, hey, you didn't have to come all the way down here.  For you, Chief, I make housecalls...",u1916,ANDERTON,I need help with her.,,,,,,0
L28986,L28987,u3602,m238,EVE,Because I don't want to.,u3599,ADDISON,"Max has gone to a great deal of trouble, it's going to be an elaborate party, and it's for you.",,,,,,0
L292107,L292108,u5929,m392,AUBREY,Mommy please help me!,u5933,WILL,Don't be afraid!,,,,,,0
L246972,L246973,u5562,m370,CLAY,Thanks.  Why do you do it?,u5568,HANNA,What do I do?,,,,,,0
L270571,L270572,u1279,m84,UNCLE VICTOR,"Well, you'll soon have stories like that to tell of your own.",u1272,HAROLD,"You think so, sir?",,,,,,0
L3039,L3040,u29,m2,EDDIE,Yeah.  Now's not a good time.,u41,NICOLETTE,Alright.,,,,,,0
L376523,L376524,u6551,m435,JOE,"May I remind you this is not just a dispute with a putative suitor, this is me.  So watch it...Bill.",u6552,PARRISH,Cut the 'Bill' crap out -- you sonofabitch.,,,,,,0
L100058,L100059,u4191,m279,RICHARD,You feeling better Franny?,u4183,FRANCESCA,Yes. I'm fine. It's just this heat I think.,,,,,,0
L44613,L44614,u3713,m244,SALLY,I had an abortion two weeks ago.,u3707,JOE,Don't do this.,,,,,,0
L125814,L125815,u4420,m293,PETER,"No, I'm not -- I've got some packing to do. I'm also going back to Paris today.",u4421,REGGIE,"Oh. Well, wasn't it Shakespeare who said: ""When strangers do meet they should erelong see one another again""?",,,,,,0
L117479,L117480,u4315,m288,ANNIE,That's great!,u4325,NUKE,How can I possibly thank you?,,,,,,0
L36728,L36729,u331,m20,COURTNEY,"Patrick don't call me pumpkin anymore, okay? I have to go.",u327,BATEMAN,Courtney? Dinner?,,,,,,0
L526601,L526602,u7802,m527,THEO,"Mom, you know I had to do it. I just did it a little too late.",u7793,GRACE,You sure you're OK Teddy? You're not bowling are you?,,,,,,0
L549859,L549860,u7885,m533,RACHEL,"You took a fishing trip with the boys. Liked it so much, you took another.",u7884,LUKE,I needed some time away.,,,,,,0
L428074,L428075,u6921,m463,MCMURPHY,"Yes, sir, it's a mighty nice fall day...",u6922,MISS PILBOW,"This way, Mister McMurphy.",,,,,,0
L450683,L450684,u7135,m479,KIT,I was asleep.  You woke me.  You okay?,u7142,VIVIAN,"Kit, listen, the guy last night, the one in the Ferrari, I'm at this hotel, the Regent Beverly Wilshire, it's this absolutely unbelievable place and he's hired me for a whole week and Kit, listen, he's paying me three thousand bucks!  We can get out of the apartment.  We can get out of this town.  We can do anything!  Kit?  Hey, you there?",,,,,,0
L235184,L235185,u5511,m367,EDNA,I'll call the police.,u5507,CARTER,"No, you won't.",,,,,,0
L244681,L244682,u5525,m368,LINGK,She told me not to talk to you.,u5527,ROMA,"Let's...no one's going to know, let's go around the corner and we'll get a drink.",,,,,,0
L257431,L257432,u1222,m80,JOHN,I promise not to run off to Cancun.,u1223,KERI,Forget it.,,,,,,0
L542973,L542974,u3050,m199,STAR MAN,"'Salt Lake City, please. I do not speak English.'",u3043,JENNY,The driver will...,,,,,,0
L193915,L193916,u5115,m339,HERSHE,"All right, so I made another deal.",u5120,PLISSKEN,I got a new deal for you.,,,,,,0
L441449,L441450,u7037,m471,ANDREW,Some do. I didn't.,u7039,BELINDA,"As a homosexual, one is often forced to conceal one's sexuality, is that right?",,,,,,0
L521650,L521651,u7712,m522,JERRY,Have I got things to tell you!,u7713,JOE,What happened?,,,,,,0
L253342,L253343,u1191,m78,KRINGELEIN,"You will stay, Doctor -- if you have nothing better to do?",u1187,DOCTOR,"I have nothing better to do, Mr. Kringelein.",,,,,,0
L53981,L53982,u3805,m251,HOLLY,Better than you.,u3803,DOUG,"Hmm, I still owe him.",,,,,,0
L575773,L575774,u8150,m553,ED,You don't have to--,u8149,DORIS,"I helped him cook the books, Ed. I did do that.",,,,,,0
L403283,L403284,u6745,m450,BOY,"Hey relax, you think I kidnapped him or something?",u6760,VADA,"This is California, anything is possible.",,,,,,0
L14098,L14099,u3549,m234,AGNES,"I... I am a little child but my body keeps getting bigger and soon I... I won't be able to fit in, I... I won't be able to squeeze into Heaven.",u3557,MOTHER MIRIAM,"Agnes dear, Heaven is not a place where...",,,,,,0
L387776,L387777,u6613,m441,BUSTER,"Must get lonely, living out here all by yourself.",u6612,ANNIE,"I always say if you can't enjoy your own company, you're not fit company for anyone else.",,,,,,0
L534848,L534849,u2916,m192,DAVID,Later. Let's go...,u2923,SAAVIK,"Grissom, your message acknowledged. Will advise... Out.",,,,,,0
L574765,L574766,u8141,m552,VALENTINE,It's not a compliment.,u8126,ADHARA,It's an observation.  Like:  I'm hungry. When are we eating?,,,,,,0
L410347,L410348,u6845,m457,CASE,"That could work, but the timing will be a bitch.",u6843,ARMITAGE,You'll be linked during the entire operation.,,,,,,0
L128519,L128520,u4451,m295,BRYNNER,...and ask a simple question -   Are you actually prepared...,u4451,BRYNNER,...to die for a country that's...,,,,,,0
L262191,L262192,u5735,m380,APRIL,"We need more bread and some baked lasa--  uh, lasagne.  Hi.",u5737,DAVID,I know.  You're an actress with a great flair for shrimp puffs.,,,,,,0
L522416,L522417,u2851,m188,CLAIRE,They called here after you left...,u2856,MIKE,She's okay.  Everything's okay...,,,,,,0
L431365,L431366,u6953,m465,EDIE,"Pop, I'm not ready to go back yet.",u6965,POP,"Edie, for years we pushed quarters into a cookie jar, to keep you up there with the Sisters, and to keep you from things like I just seen out the window. My own daughter arm-in-arm with Terry Malloy. You know who Terry Malloy is?",,,,,,0
L565644,L565645,u8065,m546,SIDNEY,Why me...?,u8066,STEVE,Why not you?,,,,,,0
L7091,L7092,u110,m6,MRS MATHEWS,Who are you?,u114,WELLES,"They brought her into the room... one man, he put a knife to her throat and he raped her...",,,,,,0
L273119,L273120,u5803,m384,HONORA,I care . . . your father cares . . . we want you to have a good education.,u5805,PAULINE,I'm educating myself!,,,,,,0
L313124,L313125,u1595,m105,MAX,We could stop at the Hilton by the airport.,u1593,JACKIE,Is it dark?,,,,,,0
L47255,L47256,u3727,m246,BUD,"Well, for one thing, you can't spell. And secondly -- if you did something like that -- you'd hate yourself.",u3730,FRAN,I don't like myself very much anyway.,,,,,,0
L642686,L642687,u8804,m597,REILLY,"Mr. Wallace, I could have 10 of them ready by tomorrow.",u8806,WALLACE,Do they have to look so...robotic?,,,,,,0
L463807,L463808,u2603,m169,RUDY,You motherfucker.,u2595,ASHLEY,"Nick, no --",,,,,,0
L93110,L93111,u547,m35,ADAM,May I please be excused?,u556,EVE,Uh...yeah.,,,,,,0
L227058,L227059,u5438,m362,MISS VAN DEUSEN,Rennie -- I was just on my way over to your room,u5440,RENNIE,Have you seen my dog anywhere?,,,,,,0
L125820,L125821,u4420,m293,PETER,Are you in the book?,u4421,REGGIE,Charles is.,,,,,,0
L4694,L4695,u70,m4,HADEN,Anthing botherin' you besides losin' your gun?,u67,CATES,Yeah.  It bothers me when cops get hurt while I'm makin' a play. I don't like it.,,,,,,0
L116883,L116884,u4317,m288,CRASH,Why do you get to choose?  Why don't I get to choose?,u4315,ANNIE,Actually none of us on this planet ever really choose each other. It's all Quantum Physics and molecular attraction.  There are laws we don't understand that bring us together and break us apart.,,,,,,0
L393126,L393127,u2147,m139,SAUNDERS,Did you say--bus?,u2138,JEFFERSON,"One of those sightseers--you know. You see, I--gosh, I've never been called absent-minded or... but there it was all of a sudden--looking right at me through one of the station doors--",,,,,,0
L549541,L549542,u7883,m533,JACKIE,"We make mistakes.  And we forgive each other.  Because we love each other, very m...",u7878,ANNABELLE,"Where's Rache?  It's <u>Thursday</u>, we get to be with <u>Rache</u>!",,,,,,0
L125146,L125147,u4404,m292,DIL,Can't leave me now.,u4405,FERGUS,Aha.,,,,,,0
L265896,L265897,u5768,m381,PAZZI,Hello....?,u5774,VOICE ON PHONE,...what did you want?,,,,,,0
L140688,L140689,u4576,m302,COP #1,You dizzy?  You want to sit down?,u4584,MAX,I'm...fine.  Fine.,,,,,,0
L507132,L507133,u2772,m181,HANK,"I've seen every frame of your work. You're the only filmmaker in Hollywood with the artistic integrity to realize my vision. You and me, art and science... we are the perfect marriage.",u2784,VIKTOR,"Listen, Hank, it's been a rough day.  I'll call you about his next week.",,,,,,0
L430248,L430249,u6944,m464,KATE,"Well, you don't have to get snippy with me.",u6940,FAITH,Sorry.,,,,,,0
L250004,L250005,u5615,m373,SEAN,You should have seen this girl. She lit up the room.,u5621,WILL,I don't care if Helen of Troy walked into that bar! That's game six of the World Series!,,,,,,0
L302711,L302712,u1469,m100,AL,Use my credit cards.,u1475,JOE,I can't do that.,,,,,,0
L48500,L48501,u3763,m247,WILLARD,I can handle it.,u3753,KURTZ,Pain is easy to handle -- but nobility.. the nobility of a man is judged by how much Truth he can handle.,,,,,,0
L412228,L412229,u2256,m145,DAY-DAY,"Roach, what are you doing?",u2265,ROACH,R-U-S-H Intensely.,,,,,,0
L625200,L625201,u3345,m222,EARL,You can't fight'em that way...,u3344,BURT,You two jackasses hauled us way the hell out here...!?,,,,,,0
L227174,L227175,u5437,m362,MCCULLOCH,I demand to know what is going on...,u5438,MISS VAN DEUSEN,Oh dear God...,,,,,,0
L85916,L85917,u502,m31,NADIA,He left me my passport and ticket. It's pretty clear he wants to see me again.,u501,JOHN,Yeah. I tend to tie up and abandon women I really want to see again too.,,,,,,0
L536555,L536556,u2975,m195,DOUGHERTY,I'll need all your paperwork tomorrow. We're heading back your way. Set a course to rendezvous with us so you can transfer the crew and equipment on your way out.,u2980,PICARD,You're not finished here?,,,,,,0
L635690,L635691,u8717,m591,THE KID,You... you ain't gonna shoot him yourownself?,u8714,MUNNY,You can shoot him.,,,,,,0
L442163,L442164,u2470,m159,JACK,I'll watch my back.,u2466,BARBOSSA,"Bosun!  Set up Mr. Sparrow's quarters, nice and fine ... in the brig.  Meaning no disrespect, of course.",,,,,,0
L302415,L302416,u1475,m100,JOE,What street?! We're walking down QUEER STREET. We coming to Dopey Drive. We're about to be put somewhere quiet where they won't mind that we talk to ourselves.,u1469,AL,Why don't we go home?,,,,,,0
L126958,L126959,u4414,m293,CRUIKSHANK,"Okay, now -- hand over those stamps.",u4421,REGGIE,What's your first name today?,,,,,,0
L76917,L76918,u3974,m264,DALLAS,You got two seconds!,u3973,BUTT-HEAD,"Uh, huh huh. Is that gonna be enough time?",,,,,,0
L412259,L412260,u2259,m145,EZAL,I can't feel my legs no more.,u2257,DEBO,Me neither.  How far is Rancho Cucamonga?,,,,,,0
L199118,L199119,u5161,m342,FRANK,Got another song for us?,u5173,SUSIE,Oh. Yeah.  I gotta bunch of them.,,,,,,0
L229922,L229923,u5455,m363,NICKY,"I've got bigger problems, Joanna. Personal problems.",u5450,JOANNA,"That's not all, Nicky. I've been backing your plays for fifteen years. And I've never been more depressed.",,,,,,0
L92944,L92945,u547,m35,ADAM,Why not go to work for me?,u556,EVE,Doing what?,,,,,,0
L652878,L652879,u3493,m229,SAILOR,Just sounded like an old gal havin' a good time to me... You ready to dance?,u3486,LULA,"I'm always ready to dance. But I need me a kiss first, honey. Just one?",,,,,,0
L28514,L28515,u3604,m238,KAREN,You're Margo. Just - Margo.,u3606,MARGO,"And what is that? Besides something spelled out in light bulbs, I mean. Besides something called temperament, which consists mostly of swooping about on a broomstick creaming at the top of my voice... infants behave the way I do, you know. They carry on and misbehave - they'd get drunk if they knew how - when they can't have what they want. When they feel unwanted and insecure - or unloved.",,,,,,0
L663015,L663016,u8965,m611,BOND,She dropped a million and half dollars to the House -- your House. And you didnt even bat an eyelid.  She was paying you off.  What for?,u8974,ZUKOVSKY,As ever you are the spy who has to see a plot wherever he looks.,,,,,,0
L660275,L660276,u8950,m610,DOROTHY,Oh -- Oh -- Oh!  Toto -- Toto!,u8954,LION,Did they hurtcha?,,,,,,0
L221828,L221829,u962,m62,LILLIAN,Say you promise.,u955,FRANCES,"I promise I'll... I promise, Mama.",,,,,,0
L521050,L521051,u7712,m522,JERRY,"So spill it.  Spills, thrills, laughs, games - this may even turn out to be a surprise party.",u7722,SUGAR,What's the surprise?,,,,,,0
L521217,L521218,u7717,m522,OSGOOD,If I promise not to be a naughty boy - how about dinner tonight?,u7712,JERRY,Sorry.  I'll be on the bandstand.,,,,,,0
L296701,L296702,u5986,m397,ELENA,It's not a bother.,u5991,JANEY,I insist.  Don't touch them.,,,,,,0
L392415,L392416,u6678,m445,LAUNCELOT,Yes ...  I'm very sorry ...,u6672,FATHER,They cost fifty pounds each!,,,,,,0
L5620,L5621,u78,m5,CORNELIUS,Who are you?,u84,KORBEN,I brought the girl remember?,,,,,,0
L582221,L582222,u8208,m557,NOVAK,"You think you can do this, don't you?",u8203,CATHERINE,"He might tell me about Julia.  The part of him that wants to help, that feels shame and remorse.  Who wants to be redeemed.",,,,,,0
L464333,L464334,u2601,m169,OLD TIMER,I'm ninety-two years old --,u2603,RUDY,Then get yourself another table! You're hitting Santa's cards and you're taking Santa's money!,,,,,,0
L82554,L82555,u4032,m267,MAXINE,My tits?,u4020,CRAIG,"No, no, it's your energy or your attitude or the way you carry yourself or...",,,,,,0
L357596,L357597,u1893,m124,CONWAY,Yes. I'm afraid it does.,u1891,CHANG,Shall we have another?,,,,,,0
L61008,L61009,u3829,m253,MARTY,"Mom, how else are we gonna see the sunrise?",u3827,EILEEN,I don't think I like the idea of you staying out all night with a girl!,,,,,,0
L100283,L100284,u4192,m279,ROBERT,If I'm not taking you away from anything.,u4183,FRANCESCA,"No. I was just going to have some iced tea then split the atom, but that can wait.  I just have to get my shoes.",,,,,,0
L119834,L119835,u4356,m289,LESTER,Where are you goin'? Where are you? You're in that place. Where are you?,u4349,GINGER,I'm here.,,,,,,0
L166914,L166915,u4859,m324,MORETTI,"Let Sal come out, take a look. What hope you got?  Quit while you're ahead.  All you got is attempted robbery.",u4866,SONNY,... armed robbery ...,,,,,,0
L521480,L521481,u7712,m522,JERRY,You're going to be on the boat with that dirty old man?,u7713,JOE,No.  I'm going to be on that boat with Sugar.,,,,,,0
L642922,L642923,u8803,m597,PARKER,Sounds to me like a welleducated way of saying you have no idea what to do next.,u8802,MADISON,"What I do know is that whatever he's becoming, Sid 6.7 is going to be even worse than he was before.",,,,,,0
L312897,L312898,u1591,m105,BEAUMONT,"If that's what they want to do, they're doin' it.",u1598,ORDELL,How old is that machine gun shit?,,,,,,0
L551054,L551055,u3057,m200,LENNY,It's alright.  He means it.,u3062,TRAN,I do mean it.  And I mean this... if Faith stays you go away and never come back. You scuttle back into your cockroach hole and never cross my vision again.  You understand?,,,,,,0
L588951,L588952,u3172,m208,MITCH,So you didn't go to school together.,u3171,MELANIE,No.,,,,,,0
L113403,L113404,u4280,m285,PAUL,"Okay, that's your opinion.  I don't agree.",u4278,JANE,It's not opinion.,,,,,,0
L182049,L182050,u5001,m332,LYNN,"That's right.  Our motives are selfish, so we're cooperating.",u4991,BUD,Why was Susan Lefferts at the Nite Owl?,,,,,,0
L310659,L310660,u1548,m103,PETER,You send telegrams here?,u1546,OPERATOR,"I'm just fine thanks, and how are you?  To ""Joe Gordon, care of New York Mail, New York. Am I laughing. The biggest scoop of the year just dropped in my lap. I know where Ellen Andrews is""  No, do you really?",,,,,,0
L240120,L240121,u1153,m75,WINSTON,Stantz?  You okay in there?,u1150,STANTZ,"LATER, MAN!!",,,,,,0
L400408,L400409,u2200,m141,SOFIE,-- you've been a tremendous help to me.,u2196,MUMFORD,Yeah?,,,,,,0
L51887,L51888,u3777,m249,CAROL,Is it a secret what you're doing here?,u3784,MELVIN,I had to see you...,,,,,,0
L359461,L359462,u6410,m427,MONICA,Who said I'm not getting recruited?,u6413,QUINCY,Your hot-ass temper.,,,,,,0
L387905,L387906,u6626,m442,NYAH,What are you doing here?,u6622,ETHAN,Think you're the only one who can pick a lock?,,,,,,0
L251728,L251729,u1174,m77,MR. MCCLEERY,I am going to call the police now.,u1169,BEN,Could I make one phone call first?,,,,,,0
L27926,L27927,u3606,m238,MARGO,Don't bother. Mrs. Brown'll be along for it in a minute.,u3602,EVE,No trouble at all.,,,,,,0
L93165,L93166,u556,m35,EVE,What about holding your right arm up like that all the time?,u547,ADAM,"It's fine. Just give it a try. And for gosh sake, Eve, take your foot off the chair!",,,,,,0
L518569,L518570,u2847,m187,KELVIN,You should have told me.,u2848,RHEYA,It wouldn't have made any difference.,,,,,,0
L194866,L194867,u859,m55,CLEMENTINE,"I saw you sitting over here. By yourself. I thought, thank God, someone normal, who doesn't know how interact at these things either.",u861,JOEL,Yeah. I don't ever know what to say.,,,,,,0
L44969,L44970,u354,m21,MILO,It's okay. Really.,u349,GARY,Take a look at this. Slightly different approach.,,,,,,0
L638755,L638756,u8767,m594,SCOTTIE,"I hope we will, too.",u8762,MADELEINE,What?,,,,,,0
L274769,L274770,u1305,m87,FRANK,Don't look at me.,u1306,JULIA,Who are you?,,,,,,0
L407505,L407506,u6782,m453,BARNETT,"No, you don't, so don't say you do. Bunch of damn liars. What do you get out or this?",u6801,TRIPLETTE,Nothing; Barnett. It's my job.,,,,,,0
L295650,L295651,u1416,m94,EDDIE,Maybe you oughta give me lessons.,u1413,BERT,Sign up.,,,,,,0
L304834,L304835,u6001,m398,ELLIE,We already did.,u6009,WILL,Do it again.,,,,,,0
L609766,L609767,u8409,m570,JAEGER,Think we can make it?,u8410,WES,"We make it, or we go back empty handed.",,,,,,0
L604043,L604044,u3235,m214,MARA,I'm going to sit with Kalen.  Keep the fire burning if you can.,u3230,ALEXANDER,I will...,,,,,,0
L555911,L555912,u7975,m540,LUCY,"Go back, sign in, and climb out the bathroom window. McCloskey's always zonked out: she'll never hear you.",u7974,LINDA,It doesn't seem right.,,,,,,0
L602061,L602062,u3226,m213,NAULS,"Lighten your load, sucker.  You ain't the judge and executioner around here!",u3220,CHILDS,"Who you trying to protect, mutherfucker?  I'm telling you this S.O.B. could be one of them.",,,,,,0
L411560,L411561,u6857,m458,GIBBY,"Josie, you have totally transitioned.",u6860,JOSIE,Transitioned?,,,,,,0
L217716,L217717,u5305,m352,ANNE,You didn't kill anybody.  Stop.,u5310,JACK,I wish there was some way I could... just... pay the fine and go home.,,,,,,0
L39197,L39198,u3661,m241,GASTON,Nothing's happening!,u3656,ANDY,Looks like he lied to you too.,,,,,,0
L119278,L119279,u667,m42,RICK,I went through all that with your husband. It's no deal.,u664,ILSA,"I know how you feel about me, but I'm asking you to put your feelings aside for something more important.",,,,,,0
L438971,L438972,u7025,m469,PEGGY,Calm down. Just listen for a minute.. Please.,u7022,MR. KELCHER,All right. But this better be good.,,,,,,0
L184022,L184023,u5048,m334,CARAVAGGIO,"I met your friend Mary.  She said I should stop and see if you were okay. Apparently we're neighbors - my house is two blocks from yours in Montreal. Cabot, north of Laurier.  Bonjour.",u5051,HANA,Bonjour.,,,,,,0
L217540,L217541,u5310,m352,JACK,I... I was just leaving.,u5311,LEATHER,People spend a lot of hard earned money for this neighborhood.  It's not fair... looking out their windows to see your ass asleep on the streets...,,,,,,0
L144916,L144917,u4629,m306,DARYLL,Bet you never figured I'd follow in your footsteps.  It's real well- written.  You should read it -- you're in it.,u4630,HELEN,"I will.  I'll call you, Daryll, and talk to you about it after I've read it.  Right now I have a question... Peter Kurten.",,,,,,0
L306417,L306418,u1519,m102,MARYLIN,"What is it you're after, Miles?",u1520,MILES,"Oh, I'm a lot like you -- just looking for an ass to mount.",,,,,,0
L373378,L373379,u6526,m433,TANK,You're not far from Cypher.,u6527,TRINITY,"Cypher, I thought --",,,,,,0
L234689,L234690,u5495,m366,CAROL,We've come a lot of miles. But we're not close to anything.,u5496,DOC,I guess you're right.,,,,,,0
L664566,L664567,u9003,m614,CYCLOPS,Hey.  I'm sorry.  About Logan.  I was jealous.,u9004,JEAN,"Well, I think that's perfectly understandable.",,,,,,0
L47718,L47719,u3763,m247,WILLARD,You want me to clean it up -- simple and quiet.,u3747,CIVILIAN,"Exactly -- you'll go up the Nung River in a Navy P.B.R. -- appear at Nu Mung Ba as if by accident, re-establish your acquintance with Colonel Kurtz, find out what's happened -- and why. Then terminate his command.",,,,,,0
L97297,L97298,u580,m36,SANDY,So are you.  I mean you're a neat guy. We better get back.,u574,JEFFREY,I guess so. You want to help me watch Frank? I'm going to stake out Frank's place tomorrow with a camera.,,,,,,0
L431513,L431514,u6953,m465,EDIE,What are you going to do?,u6967,TERRY,"I won't eat cheese for no cops, that's for sure.",,,,,,0
L265526,L265527,u5768,m381,PAZZI,...your <u>scar</u>..?,u5761,FELL,My scar is a war-wound.,,,,,,0
L382037,L382038,u1906,m125,KAY,I know what you're saying.  And I'm telling you I don't trust him--,u1904,JAY,I know you don't trust him.  You don't trust anybody--,,,,,,0
L419775,L419776,u2314,m149,NINOTCHKA,I must insist that you leave.,u2320,SWANA,Not before you agree to use those reservations to Moscow.,,,,,,0
L645,L646,u9,m0,PATRICK,I thought you were above all that,u5,KAT,You know what they say,,,,,,0
